"GeoFips","GeoName","2019","2020"
"55005","Barron, WI",29556,28171
"55007","Bayfield, WI",7198,6732
"55009","Brown, WI",196783,187245
"55011","Buffalo, WI",7000,6753
"55013","Burnett, WI",7289,6982
"55015","Calumet, WI",20912,20652
"55017","Chippewa, WI",35029,34005
"55019","Clark, WI",18211,17729
"55021","Columbia, WI",32539,31239
"55023","Crawford, WI",10547,9976
"55025","Dane, WI",445478,426580
"55027","Dodge, WI",46525,45063
"55029","Door, WI",20480,19227
"55031","Douglas, WI",21878,20839
"55033","Dunn, WI",25724,24739
"55035","Eau Claire, WI",76696,72658
"55037","Florence, WI",1676,1595
"55039","Fond du Lac, WI",61604,57805
"55041","Forest, WI",4695,4217
"55043","Grant, WI",29099,28150
"55045","Green, WI",22778,21480
"55047","Green Lake, WI",9244,8716
"55049","Iowa, WI",15738,14702
"55051","Iron, WI",2555,2417
"55053","Jackson, WI",11662,10622
"55055","Jefferson, WI",44926,43169
"55057","Juneau, WI",12640,11943
"55059","Kenosha, WI",87002,85064
"55061","Kewaunee, WI",9837,9341
"55063","La Crosse, WI",88625,84027
"55065","Lafayette, WI",8110,7777
"55067","Langlade, WI",10410,10043
"55069","Lincoln, WI",14794,13855
"55071","Manitowoc, WI",43687,41573
"55073","Marathon, WI",92520,88545
"55075","Marinette, WI",23479,22562
"55077","Marquette, WI",6338,6065
"55078","Menominee, WI*",2383,2133
"55079","Milwaukee, WI",612024,572435
"55081","Monroe, WI",28520,27559
"55083","Oconto, WI",14146,13490
"55085","Oneida, WI",22615,21554
"55087","Outagamie, WI",137400,130685
"55089","Ozaukee, WI",59410,55936
"55091","Pepin, WI",3890,3759
"55093","Pierce, WI",17827,17190
"55095","Polk, WI",23559,22713
"55097","Portage, WI",46591,44273
"55099","Price, WI",7886,7400
"55101","Racine, WI",96332,90839
"55103","Richland, WI",9339,9015
"55105","Rock, WI",86925,82265
"55107","Rusk, WI",7363,7015
"55109","St. Croix, WI",48969,47202
"55111","Sauk, WI",48819,44186
"55113","Sawyer, WI",10162,9623
"55115","Shawano, WI*",19514,18451
"55117","Sheboygan, WI",75339,71375
"55119","Taylor, WI",11916,11717
"55121","Trempealeau, WI",19356,18248
"55123","Vernon, WI",15608,14903
"55125","Vilas, WI",12858,12333
"55127","Walworth, WI",58980,55646
"55129","Washburn, WI",8768,8397
"55131","Washington, WI",76447,73209
"55133","Waukesha, WI",315660,300358
"55135","Waupaca, WI",26381,25201
"55137","Waushara, WI",9654,9103
"55139","Winnebago, WI",115570,110931
"55141","Wood, WI",48601,46071
"55901","Shawano (includes Menominee), WI*","(NA)","(NA)"
"56001","Albany, WY",24026,23127
"56003","Big Horn, WY",6719,6574
"56005","Campbell, WY",34147,31806
"56007","Carbon, WY",9975,9694
"56009","Converse, WY",10492,9044
"56011","Crook, WY",4633,4559
"56013","Fremont, WY",23100,22170
"56015","Goshen, WY",7178,6922
"56017","Hot Springs, WY",2873,2801
"56019","Johnson, WY",6329,6014
"56021","Laramie, WY",72196,69824
"56023","Lincoln, WY",11172,11042
"56025","Natrona, WY",54303,50828
"56027","Niobrara, WY",1697,1643
"56029","Park, WY",21545,20395
"56031","Platte, WY",5775,5471
"56033","Sheridan, WY",22767,22124
"56035","Sublette, WY",6428,5955
"56037","Sweetwater, WY",27910,25301
"56039","Teton, WY",34016,31040
"56041","Uinta, WY",11853,11233
"56043","Washakie, WY",5091,4961
"56045","Weston, WY",3918,3763
